Ship pt,Product Hierarchy,Part Number,Month 1,Month 2,Month 3,Month 4,Month 5,Month 6,Month 7,Month 8,Month 9,Month 10,Month 11,Month 12,Algorithm,RMSE,MAPE,Parameters
ZTRD,0 C F E,10612064,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,0 C G E,10612065,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,AR,0.29,nan,[]
ZTRD,0 C G F,10612068,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,AR,0.29,nan,[]
ZTRD,1 A B E,10612121,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 A E E,10612156,0,0,0,0,3.97,0,0,0,0,0,0,0,AR,1.15,nan,[]
ZTRD,1 A H E,10612251,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.26,nan,[]
ZTRD,1 A X E,10612252,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 A X F,10612340,10.42,23.72,2.17,16.36,9.39,7.75,18.89,18.79,11.81,6.5,9.98,10.32,AR,15.07,inf,[]
ZTRD,1 B A E,10612341,0,1.5,10.87,21.41,2.54,0,0,0,5.38,5.46,0,0,AR,23.11,inf,[]
ZTRD,1 B D E,10612342,0.43,6.49,3.0,3.85,3.37,0,7.38,0,5.75,9.16,2.06,0,AR,8.38,nan,[]
ZTRD,1 S Y G,10612343,8.24,0.14,7.79,22.39,3.88,10.97,7.01,18.41,13.42,7.74,30.5,8.55,AR,13.38,inf,[]
ZTRD,1 Y Y C,10612345,2.72,0,0,0,0,0.88,1.76,0,1.15,0,3.81,0,AR,14.36,nan,[]
ZTRD,2 A C E,10612346,0.09,0,7.65,3.1,10.04,0,0,0.59,2.23,0,8.51,0,AR,7.01,nan,[]
ZTRD,2 A G E,10612347,0.99,0,0.25,0,0.19,0,1.27,0,3.46,0,0,0,AR,1.33,nan,[]
ZTRD,2 A I B,10612501,390.73,331.14,395.23,384.56,242.62,300.44,409.54,428.37,245.46,97.11,376.7,295.43,AR,153.75,43.76,[]
ZTRD,2 A I C,10612502,46.17,46.68,82.41,93.45,35.49,24.09,47.45,36.13,58.8,21.98,68.02,13.3,AR,54.12,157.48,[]
ZTRD,2 A I E,10612503,12.65,0.11,1.67,0,0,1.48,0.19,0,1.04,0.04,0,0.18,AR,3.86,inf,[]
ZTRD,2 A I F,10612504,7.72,14.29,11.16,21.67,10.19,9.94,0.79,3.29,7.11,12.34,12.35,21.52,AR,8.19,nan,[]
ZTRD,2 A J B,10612510,62.35,73.08,75.71,40.83,75.33,52.72,98.39,67.83,48.12,52.65,134.7,65.76,AR,46.16,57.96,[]
ZTRD,2 A J C,10612511,0,2.94,0,5.81,4.13,0.35,7.5,4.26,0.59,1.48,2.65,3.53,AR,3.94,nan,[]
ZTRD,2 A J E,10612512,36.46,92.45,143.56,98.09,104.92,47.1,64.89,130.95,86.79,85.31,83.33,69.88,AR,59.53,56.3,[]
ZTRD,2 A J F,10612513,1297.15,1198.35,597.06,1019.56,631.4,1383.82,666.0,1153.13,758.23,796.02,951.25,451.48,AR,465.07,50.09,[]
ZTRD,2 A K C,10612516,0,0,0,0,0,0,0,0,0,0,0,0,AR,4.21,nan,[]
ZTRD,2 A K E,10612517,0,0,0,0,0,0,0,0,0,0,0,0,AR,1.24,nan,[]
ZTRD,2 A K F,10612518,44.14,37.7,29.02,70.06,26.46,5.18,19.88,25.44,22.62,8.16,37.28,54.4,AR,27.33,89.08,[]
ZTRD,2 A L E,10612523,5797.84,3041.8,8360.75,2076.87,5791.39,5903.43,6737.21,10607.84,2004.34,6406.99,6711.82,4552.76,AR,3692.15,101.83,[]
ZTRD,2 A M C,10612530,6.75,1.46,12.7,4.71,0,2.35,12.8,3.2,8.68,12.05,9.3,36.52,AR,11.84,nan,[]
ZTRD,2 A M E,10612532,140.19,9.74,16.98,12.66,0,0,0,19.4,0,2.83,15.32,0.26,AR,41.23,nan,[]
ZTRD,2 A P B,10612533,64.16,9.94,58.47,34.24,26.71,24.82,9.02,26.61,20.99,41.5,69.44,49.62,AR,27.38,105.08,[]
ZTRD,2 A P C,10612534,12.79,25.28,4.56,0,14.83,0,32.88,17.9,12.55,9.38,3.42,2.46,AR,14.17,nan,[]
ZTRD,2 A P E,10612535,6.9,0,3.08,0,0,0,0,0,0,0,0,0,AR,3.0,nan,[]
ZTRD,2 A P F,10612543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 A X C,10612544,0.03,0.46,0.03,0.12,0.04,0,0.04,0.17,0.04,0.87,0.04,0.08,AR,0.3,nan,[]
ZTRD,2 A X E,10612545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,2 A X F,10612546,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 A Y E,10612548,6.93,3.9,0.56,0.61,2.13,0.59,0,0,5.94,5.81,1.53,0,AR,8.46,nan,[]
ZTRD,2 B A C,10612549,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 B A E,10612550,-0.0,0,0.31,0,0.23,0,0,0,0.05,0.02,0,0,AR,0.4,nan,[]
ZTRD,2 B A F,10612552,24.65,14.03,30.4,36.1,33.99,16.26,26.23,17.69,37.8,37.14,15.24,24.32,AR,23.46,71.35,[]
ZTRD,2 B B C,10612553,0,10.16,0,4.34,7.1,0,7.58,1.33,5.83,6.04,7.89,1.38,AR,5.94,213.32,[]
ZTRD,2 B B E,10612554,78.73,0,90.1,24.88,28.5,10.09,58.84,23.42,67.03,14.21,30.07,48.43,AR,47.52,83.15,[]
ZTRD,2 B B F,10612555,33.94,2.39,0,137.41,68.53,53.9,123.04,268.1,221.31,95.89,59.73,94.62,AR,108.65,172.66,[]
ZTRD,2 B C C,10612601,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 B C E,10612604,0.22,4.51,0,0,1.91,4.43,2.6,7.15,2.17,0.41,4.43,1.09,AR,3.9,130.7,[]
ZTRD,2 B C F,10612605,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.55,nan,[]
ZTRD,2 B D E,10612622,0.17,0,0,0,0,0.96,0,-0.0,0,0,0,0,AR,0.29,nan,[]
ZTRD,2 B D F,10612624,2.37,8.41,1.94,0.72,8.14,9.03,4.66,5.94,4.33,0.45,4.21,2.14,AR,4.26,inf,[]
ZTRD,2 B E E,10612627,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 B X C,10612628,0,0,0,0,0,0,0,0.07,0,0,0.04,0,AR,0.47,nan,[]
ZTRD,2 B X E,10612629,0.12,0.07,0,0,0.01,0,0,0.01,0,0,0,0,AR,0.24,nan,[]
ZTRD,2 B X F,10612651,0,0.19,0,0.53,0,0.06,1.75,0,0,0,0.13,0,AR,0.68,nan,[]
ZTRD,2 C A E,10612670,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,2 C A Z,10612673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 D A C,10612674,3.24,0,3.76,0,0.08,0,0.52,0,1.18,0,14.38,0,AR,4.37,nan,[]
ZTRD,2 D A E,10612675,0,0,4.65,0,0.68,1.04,0,2.13,2.68,0,3.39,7.18,AR,3.44,nan,[]
ZTRD,2 D A F,10612680,0.13,0.07,0.0,0.05,2.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,AR,1.33,inf,[]
ZTRD,2 D B E,10612687,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 D B F,10612690,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,AR,0.59,inf,[]
ZTRD,2 D C B,10612691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 D C E,10612692,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 D D E,10612702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 D D F,10612704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.31,inf,[]
ZTRD,2 D X E,10612705,0,0,0.97,0.37,0.04,0,0.16,0.01,0,0,0.8,0.19,AR,0.41,nan,[]
ZTRD,2 D X F,10612804,42.49,32.87,13.87,21.35,4.7,0.71,10.72,57.59,31.31,24.64,0,9.33,AR,21.54,inf,[]
ZTRD,2 X X C,10612805,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,2 X X E,10612806,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,AR,0.01,inf,[]
ZTRD,2 X X F,10612811,0,0,0.21,1.31,3.08,0.42,1.55,1.3,0,0.18,0,0,AR,1.8,nan,[]
ZTRD,2 Y A E,10612812,0,0,0,0,0,0,0.57,0,0,0,0,0,AR,1.73,inf,[]
ZTRD,2 Y A F,10612814,8.54,0,0,0.08,8.79,15.73,4.79,0.22,1.12,0,0.14,3.08,AR,5.0,nan,[]
ZTRD,2 Y Y C,10612816,0.11,0.15,0.07,1.04,1.01,0.02,0.02,0.08,1.09,0.07,0.06,0.04,AR,0.26,nan,[]
ZTRD,3 A D B,10612818,2.9,3.09,8.28,9.7,0,8.89,11.21,0.13,6.33,0.36,1.22,6.59,AR,6.83,inf,[]
ZTRD,3 A D C,10612819,7.83,0,6.57,0,7.57,0.8,4.33,1.91,7.39,0,7.11,2.79,AR,9.49,nan,[]
ZTRD,3 A D E,10612823,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,AR,0.29,nan,[]
ZTRD,3 A D F,10612825,0.2,0,1.39,0,3.11,3.06,0,722.83,0,2122.12,0,0,AR,0.91,nan,[]
ZTRD,3 A G B,10612857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 A G C,10613001,0,0,5.07,4.53,2.45,0.45,0,1.47,0,2.3,2.76,0.32,AR,1.96,nan,[]
ZTRD,3 A G E,10613002,65.15,0,0,10.11,11.76,33.21,60.65,79.43,0,0,25.77,18.31,AR,63.44,1183.43,[]
ZTRD,3 A G F,10613003,2.82,17.24,0,3.48,1.32,2.94,1.87,0,1.61,2.43,0,0.31,AR,6.51,inf,[]
ZTRD,3 A K E,10613004,0,0.05,0.27,0,0.19,0.2,0.86,0.13,0,1.04,0.03,0,AR,0.41,nan,[]
ZTRD,3 A K F,10613005,0.06,0,1.24,1.73,0.48,0.24,0.47,0.31,0.18,1.45,1.18,0.44,AR,0.86,nan,[]
ZTRD,3 A L E,10613006,0.04,0.2,0,0,0,0.01,0,0,0.75,0,0,0,AR,0.29,nan,[]
ZTRD,3 A M E,10613010,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 A N E,10613011,0,0.24,1.74,1.4,0.19,2.86,0,0,5.9,0.71,0,0,AR,6.72,nan,[]
ZTRD,3 A X B,10613012,0.49,2.26,2.12,4.83,4.71,3.06,1.5,1.29,7.76,5.71,0.98,3.15,AR,2.79,nan,[]
ZTRD,3 A X C,10613013,0,0,0,0.13,0,0.96,0,0,1.92,0,0,0,AR,0.87,nan,[]
ZTRD,3 A X E,10613014,1.32,2.89,0,0,3.69,0,0.06,0.68,1.52,0.39,0,0,AR,6.19,nan,[]
ZTRD,3 A X F,10613015,1.62,2.95,0.4,2.16,1.18,0.22,0.16,0.13,0.19,0.27,0.1,0.32,AR,1.05,inf,[]
ZTRD,3 B B E,10613019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 B C E,10613020,4.25,2.85,8.27,6.0,3.3,5.08,8.89,14.56,0.82,2.44,1.08,7.07,AR,5.33,176.05,[]
ZTRD,3 B X B,10613022,4.42,0.91,1.8,5.95,3.81,1.33,1.15,1.14,3.46,2.56,2.06,1.47,AR,2.65,inf,[]
ZTRD,3 B X C,10613029,11.63,1.27,1.14,3.44,0,3.1,0,0,0,0,0,0,AR,15.01,nan,[]
ZTRD,3 B X E,10613030,0,0,0,0,0,0.82,0,0,0,0.88,0,0,AR,0.62,nan,[]
ZTRD,3 B X F,10613031,0.25,5.52,8.96,2.62,1.52,0.43,2.69,2.91,2.5,2.31,3.31,0.24,AR,3.35,nan,[]
ZTRD,3 C B A,10613033,0,1.03,0.6,0.29,0,0,0,0.7,0.11,2.89,0.98,0.03,AR,2.73,nan,[]
ZTRD,3 C B B,10613035,10.1,11.42,34.71,18.52,12.61,0,17.91,0,8.14,9.32,14.29,9.74,AR,10.49,inf,[]
ZTRD,3 C B C,10613036,0.01,0.01,0.01,0.01,0.01,0.35,0.01,0.01,0.01,0.0,0.0,0.0,AR,0.3,nan,[]
ZTRD,3 C C A,10613037,0.08,0,0.05,0,0,0.07,1.05,0.04,1.06,1.04,0.06,0.05,AR,0.5,nan,[]
ZTRD,3 C C E,10613038,6.08,7.56,13.07,7.12,0,1.35,0.6,0,10.57,0,4.0,0,AR,8.64,nan,[]
ZTRD,3 C D C,10613046,0.99,0.32,0.38,1.03,0.31,0,1.11,0,0,0.21,0,0,AR,0.73,nan,[]
ZTRD,3 C X E,10613048,406.08,19.16,131.4,97.68,110.33,177.87,0,122.08,174.37,161.36,103.27,14.83,AR,236.57,311.84,[]
ZTRD,3 D A A,10613049,319.4,153.74,50.41,25.78,61.29,185.72,79.23,72.84,64.69,217.61,119.14,55.71,AR,104.99,73.31,[]
ZTRD,3 D A E,10613053,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.13,nan,[]
ZTRD,3 X A A,10613056,0.01,0.07,2.07,0.07,0.07,0.06,0.04,0.04,0.04,0.04,0.05,0.05,AR,0.58,nan,[]
ZTRD,3 X A C,10613081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 X A E,10613086,0.06,0.06,0.06,0.06,0.03,1.03,0.03,0.03,0.03,0.03,0.04,0.03,AR,0.29,nan,[]
ZTRD,3 X B A,10613094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 X B C,10613100,0.23,19.87,2.15,0.47,2.48,1.59,1.53,0.58,0.53,0.55,0.52,1.51,AR,5.87,inf,[]
ZTRD,3 X B E,10613101,0.27,0.18,0.29,0.15,0.07,0,0,0,0.15,0.0,0.17,0.08,AR,0.85,nan,[]
ZTRD,3 X B F,10613102,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.01,nan,[]
ZTRD,3 X C C,10614006,3.92,3.83,5.08,8.4,0.75,1.19,0.0,0.73,2.81,0,0,2.8,AR,3.66,nan,[]
ZTRD,3 X C E,10614007,0.14,0.43,0,0,0.03,0.51,0,0.56,1.45,0.59,0.73,0.67,AR,0.79,inf,[]
ZTRD,3 X D A,10614022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 X D C,10614023,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,3 X X E,10614025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 X X F,10615157,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.83,inf,[]
ZTRD,3 Y Y C,10619001,4.77,2.66,0,3.69,3.01,0.8,4.81,1.54,5.48,6.62,0,0.91,AR,4.8,inf,[]
ZTRD,3 Z Z A,10619003,1.62,1.71,3.19,2.85,5.98,0,2.02,0.64,0.35,0.4,0.82,0.59,AR,3.39,inf,[]
ZTRD,3 Z Z B,10619007,8.04,13.2,6.32,0.44,6.97,1.07,2.57,0,0.37,0.95,10.22,4.81,AR,5.18,nan,[]
ZTRD,3 Z Z C,10619011,4.09,25.39,13.14,92.48,4.5,13.01,5.57,1.54,1.31,3.39,1.81,7.67,AR,24.91,nan,[]
ZTRD,3 Z Z E,10619012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,3 Z Z F,10619014,0,5.49,15.85,4.37,1.62,1.47,1.24,2.42,0.45,1.65,0.53,1.42,AR,5.08,nan,[]
ZTRD,4 Y Y C,10619015,0.84,0,0.33,0.21,0,0.51,0,0.07,0,0,0.78,0,AR,1.97,nan,[]
ZTRD,5 A D C,10619016,7.02,0,0,0,12.66,0.19,5.37,0,2.05,0,3.57,0.3,AR,5.57,nan,[]
ZTRD,5 A D E,10619017,2.71,17.78,24.28,5.0,7.28,6.18,6.72,3.89,11.38,7.66,2.05,9.07,AR,6.34,inf,[]
ZTRD,5 A E C,10619018,1.95,0,0,0,0.56,0.23,0.14,0.2,2.18,0.19,0.13,0,AR,0.99,inf,[]
ZTRD,5 A E E,10619020,0.28,0,0.28,1.14,0,0,0.02,0.01,0,0,0.97,0.95,AR,0.8,nan,[]
ZTRD,5 A E F,10619021,2.74,5.96,8.11,0.29,0,3.99,3.07,2.68,56.67,0,0,2.61,AR,16.31,nan,[]
ZTRD,5 A X C,10619025,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,5 A X E,10619027,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,AR,0.3,inf,[]
ZTRD,5 S W E,10619030,0.89,0.06,0.74,0.62,1.79,0.15,4.39,0,2.91,2.81,1.65,1.62,AR,2.98,nan,[]
ZTRD,5 X X E,10619039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,6 C C J,10619040,0,0.22,0.72,0.5,0.27,0.11,1.14,0.09,0.43,0.12,0.14,2.04,AR,0.71,nan,[]
ZTRD,6 X A G,10619050,2.79,3.61,9.67,1.28,6.39,0.78,2.88,6.26,3.53,12.21,1.93,3.05,AR,3.2,nan,[]
ZTRD,6 X B G,10619051,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.38,nan,[]
ZTRD,6 X X G,10619052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.6,inf,[]
ZTRD,6 X Y G,10619053,0,0.81,0.56,0.12,0.08,0.07,0.2,0.06,-0.0,0.7,0.22,0.18,AR,0.99,inf,[]
ZTRD,6 X Z G,10619055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 D A B,10619057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,7 D A C,10619062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.19,nan,[]
ZTRD,7 D A E,10619063,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0,-0.0,1.0,-0.0,AR,0.41,nan,[]
ZTRD,7 D Z C,10619064,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,B E 01,10619068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,G A A A,10619070,0.07,1.15,0.06,0.05,0.25,0.05,0.03,0,0.03,0.02,0,0.02,AR,0.41,nan,[]
ZTRD,G A J E,10619103,1.28,0,2.85,8.99,2.04,0.7,4.76,0.45,4.9,2.16,1.39,1.37,AR,2.47,inf,[]
ZTRD,G B A A,10619104,8.0,1.91,4.18,6.54,1.72,5.6,4.35,1.93,2.75,6.67,4.24,2.06,AR,4.25,139.22,[]
ZTRD,G B A E,10619109,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,AR,0.3,inf,[]
ZTRD,1 B C E,10619114,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 B E E,10619131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,1 B I F,10619132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,1 B J C,10619140,1.21,0,1.02,0.26,1.07,1.21,0.18,0.22,2.16,2.17,2.16,0.16,AR,6.49,inf,[]
ZTRD,1 B J E,10619143,2.03,0.94,0,0.23,0.92,0.42,4.7,3.32,1.47,1.25,2.94,0.34,AR,2.37,nan,[]
ZTRD,1 B M C,10619145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,1 B X C,10619146,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 B X G,10619147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.3,inf,[]
ZTRD,1 C A E,10619153,0.56,0,3.75,2.09,0.21,2.41,0,1.03,3.79,0.94,0.02,3.32,AR,1.87,nan,[]
ZTRD,1 B C E,10619162,15.2,5.78,9.05,23.08,25.91,27.38,21.53,19.66,33.51,23.77,23.81,19.07,AR,12.92,62.57,[]
ZTRD,1 B E E,10619163,0.03,0.03,0.03,0.03,0.03,0.03,1.03,0.03,0.03,0.03,0.03,0.03,AR,0.06,inf,[]
ZTRD,1 B I F,10619164,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.29,nan,[]
ZTRD,1 B J C,10619165,0.06,0.06,0.04,1.04,0.12,0.12,0.08,1.08,0.09,0.09,0.05,0.05,AR,0.12,inf,[]
ZTRD,1 B J E,10619166,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,AR,0.31,inf,[]
ZTRD,1 B M C,10619167,0,0.81,0,0.02,0,0.07,0.86,0,0.56,0,0.03,0,AR,0.54,inf,[]
ZTRD,1 B X C,10619168,0.59,0.36,1.51,0.24,1.08,0,0.01,0,0,0.77,2.11,0.64,AR,0.94,nan,[]
ZTRD,1 B X G,10619170,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.23,nan,[]
ZTRD,1 C A E,10619171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,1 C F E,10619174,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 C F F,10619175,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
ZTRD,1 C G E,10619182,0,0,0.07,0,0,1.25,0,0.91,0.91,0,0.16,0.08,AR,0.71,nan,[]
ZTRD,1 C G F,10619183,6.0,0.97,2.05,1.74,0.06,1.33,1.21,0.61,0.11,1.25,2.34,0.71,AR,1.67,nan,[]
ZTRD,2 A A A,10619184,0.15,0,0.04,0.1,0.06,0.31,0.14,0,0,0,0,0,AR,0.49,nan,[]
ZTRD,2 A B E,10619185,5.07,1.19,0.11,0.83,0.93,0,3.82,0,0.01,1.37,3.35,0.43,AR,1.91,nan,[]
ZTRD,2 A C E,10619190,0,0.35,0.1,0.13,0,0,0,0,0,0,0,0,AR,0.54,nan,[]
ZTRD,2 A D A,10619191,0.13,162.25,49.52,5.8,182.28,0,66.19,0,46.45,9.68,36.61,70.35,AR,68.51,408.26,[]
ZTRD,2 A E E,10619195,0.04,0,0,0,0,0,0,0.04,0.07,0.02,0,0.07,AR,0.32,nan,[]
ZTRD,2 A H E,10619196,12.63,5.25,4.65,0,0,20.17,0,48.48,0.91,0,11.01,4.51,AR,21.63,nan,[]
ZTRD,2 A I E,10619197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 A L A,10619205,0.33,0.32,0.57,7.83,0,2.3,0,1.6,0.56,0,1.68,0,AR,2.31,nan,[]
ZTRD,2 A L F,10619209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 A X E,10619212,0,0,0,0,0,0.14,0,0,0.06,0.83,0.82,0,AR,0.41,nan,[]
ZTRD,2 A X F,10619215,0,2.16,0,0.9,0,1.16,0.6,0.62,0,0.81,0.37,3.48,AR,1.57,inf,[]
ZTRD,2 B A E,10619221,0,0,0.67,0,0,0,4.99,0,0,0,0,2.35,AR,6.78,nan,[]
ZTRD,2 B B B,10619227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AR,0.0,nan,[]
ZTRD,2 B B E,10619245,0,0,0,0.98,0,0,0,0,0,0,0,0,AR,0.02,nan,[]
ZTRD,2 B D E,10619246,0.06,0.04,0,1.04,0.1,0.02,0.02,1.02,0.02,0.03,0.03,0.02,AR,0.29,nan,[]
ZTRD,2 C X C,10619267,0,0,0,0,0,0,0,0,0,0,0,0,AR,0.0,nan,[]
